10 Speakers	{"count": 214}
EventTime:2017-09-25 16:11:44.000000	{"count": 1}
EventTime:2017-09-25 16:11:46.000000	{"count": 1}
EventTime:2017-09-25 16:11:57.000000	{"count": 1}
EventTime:2017-09-25 16:11:58.000000	{"count": 1}
EventTime:2017-09-25 16:12:01.000000	{"count": 2}
EventTime:2017-09-25 16:12:07.000000	{"count": 1}
EventTime:2017-09-25 16:12:09.000000	{"count": 3}
EventTime:2017-09-25 16:12:13.000000	{"count": 1}
EventTime:2017-09-25 16:12:14.000000	{"count": 5}
EventTime:2017-09-25 16:13:04.000000	{"count": 1}
EventTime:2017-09-25 16:13:05.000000	{"count": 2}
EventTime:2017-09-25 16:13:08.000000	{"count": 1}
EventTime:2017-09-25 16:13:14.000000	{"count": 1}
EventTime:2017-09-25 16:13:55.000000	{"count": 1}
EventTime:2017-09-25 16:13:56.000000	{"count": 1}
EventTime:2017-09-25 16:13:58.000000	{"count": 1}
EventTime:2017-09-25 16:14:08.000000	{"count": 1}
EventTime:2017-09-25 16:14:10.000000	{"count": 1}
EventTime:2017-09-25 16:14:11.000000	{"count": 1}
EventTime:2017-09-25 16:14:30.000000	{"count": 1}
EventTime:2017-09-25 16:14:33.000000	{"count": 1}
EventTime:2017-09-25 16:14:43.000000	{"count": 1}
EventTime:2017-09-25 16:14:44.000000	{"count": 2}
EventTime:2017-09-25 16:14:52.000000	{"count": 1}
EventTime:2017-09-25 16:14:56.000000	{"count": 2}
EventTime:2017-09-25 16:14:57.000000	{"count": 1}
EventTime:2017-09-25 16:15:00.000000	{"count": 1}
EventTime:2017-09-25 16:15:02.000000	{"count": 2}
EventTime:2017-09-25 16:15:03.000000	{"count": 2}
EventTime:2017-09-25 16:15:04.000000	{"count": 3}
EventTime:2017-09-25 16:15:05.000000	{"count": 2}
EventTime:2017-09-25 16:15:06.000000	{"count": 1}
EventTime:2017-09-25 16:15:12.000000	{"count": 1}
EventTime:2017-09-25 16:15:13.000000	{"count": 1}
EventTime:2017-09-25 16:15:18.000000	{"count": 1}
EventTime:2017-09-25 16:15:25.000000	{"count": 1}
EventTime:2017-09-25 16:15:27.000000	{"count": 1}
EventTime:2017-09-25 16:15:35.000000	{"count": 2}
EventTime:2017-09-25 16:15:38.000000	{"count": 1}
EventTime:2017-09-25 16:15:42.000000	{"count": 2}
EventTime:2017-09-25 16:16:05.000000	{"count": 2}
EventTime:2017-09-25 16:16:09.000000	{"count": 1}
EventTime:2017-09-25 16:16:36.000000	{"count": 2}
EventTime:2017-09-25 16:16:42.000000	{"count": 1}
EventTime:2017-09-25 16:16:44.000000	{"count": 1}
EventTime:2017-09-25 16:16:56.000000	{"count": 3}
EventTime:2017-09-25 16:16:58.000000	{"count": 2}
EventTime:2017-09-25 16:17:00.000000	{"count": 1}
EventTime:2017-09-25 16:17:02.000000	{"count": 1}
EventTime:2017-09-25 16:17:05.000000	{"count": 1}
EventTime:2017-09-25 16:17:08.000000	{"count": 1}
EventTime:2017-09-25 16:17:13.000000	{"count": 2}
EventTime:2017-09-25 16:17:15.000000	{"count": 3}
EventTime:2017-09-25 16:17:17.000000	{"count": 1}
EventTime:2017-09-25 16:17:26.000000	{"count": 3}
EventTime:2017-09-25 16:17:38.000000	{"count": 2}
EventTime:2017-09-25 16:17:43.000000	{"count": 1}
EventTime:2017-09-25 16:17:48.000000	{"count": 2}
EventTime:2017-09-25 16:17:52.000000	{"count": 1}
EventTime:2017-09-25 16:17:56.000000	{"count": 1}
EventTime:2017-09-25 16:18:01.000000	{"count": 1}
EventTime:2017-09-25 16:18:05.000000	{"count": 1}
EventTime:2017-09-25 16:18:10.000000	{"count": 1}
EventTime:2017-09-25 16:18:17.000000	{"count": 2}
EventTime:2017-09-25 16:18:32.000000	{"count": 1}
EventTime:2017-09-25 16:18:36.000000	{"count": 2}
EventTime:2017-09-25 16:18:39.000000	{"count": 1}
EventTime:2017-09-25 16:18:49.000000	{"count": 1}
EventTime:2017-09-25 16:19:08.000000	{"count": 1}
EventTime:2017-09-25 16:19:12.000000	{"count": 2}
EventTime:2017-09-25 16:19:20.000000	{"count": 1}
EventTime:2017-09-25 16:19:23.000000	{"count": 1}
EventTime:2017-09-25 16:19:26.000000	{"count": 1}
EventTime:2017-09-25 16:19:32.000000	{"count": 1}
EventTime:2017-09-25 16:20:20.000000	{"count": 1}
EventTime:2017-09-25 16:20:21.000000	{"count": 1}
EventTime:2017-09-25 16:20:23.000000	{"count": 2}
EventTime:2017-09-25 16:23:05.000000	{"count": 1}
EventTime:2017-09-25 16:23:06.000000	{"count": 1}
EventTime:2017-09-25 16:23:24.000000	{"count": 1}
EventTime:2017-09-25 16:25:27.000000	{"count": 2}
EventTime:2017-09-25 16:25:34.000000	{"count": 1}
EventTime:2017-09-25 16:25:53.000000	{"count": 2}
EventTime:2017-09-25 16:32:37.000000	{"count": 1}
EventTime:2017-09-25 16:32:38.000000	{"count": 1}
EventTime:2017-09-25 16:32:40.000000	{"count": 2}
EventTime:2017-09-25 16:33:10.000000	{"count": 1}
EventTime:2017-09-25 16:33:38.000000	{"count": 2}
EventTime:2017-09-25 16:33:39.000000	{"count": 1}
EventTime:2017-09-25 16:33:45.000000	{"count": 1}
EventTime:2017-09-25 16:33:46.000000	{"count": 1}
EventTime:2017-09-25 16:33:47.000000	{"count": 1}
EventTime:2017-09-25 16:33:48.000000	{"count": 2}
EventTime:2017-09-25 16:33:52.000000	{"count": 4}
EventTime:2017-09-25 16:33:53.000000	{"count": 4}
EventTime:2017-09-25 16:33:54.000000	{"count": 1}
EventTime:2017-09-25 16:33:55.000000	{"count": 3}
EventTime:2017-09-25 16:33:59.000000	{"count": 1}
EventTime:2017-09-25 16:34:00.000000	{"count": 2}
EventTime:2017-09-25 16:34:05.000000	{"count": 2}
EventTime:2017-09-25 16:34:19.000000	{"count": 1}
EventTime:2017-09-25 16:34:20.000000	{"count": 1}
EventTime:2017-09-25 16:34:21.000000	{"count": 1}
EventTime:2017-09-25 16:34:24.000000	{"count": 1}
EventTime:2017-09-25 16:34:27.000000	{"count": 1}
EventTime:2017-09-25 16:34:32.000000	{"count": 2}
EventTime:2017-09-25 16:34:33.000000	{"count": 1}
EventTime:2017-09-25 16:34:37.000000	{"count": 1}
EventTime:2017-09-25 16:34:38.000000	{"count": 1}
EventTime:2017-09-25 16:34:41.000000	{"count": 1}
EventTime:2017-09-25 16:34:43.000000	{"count": 1}
EventTime:2017-09-25 16:34:46.000000	{"count": 1}
EventTime:2017-09-25 16:35:31.000000	{"count": 2}
EventTime:2017-09-25 16:35:32.000000	{"count": 1}
EventTime:2017-09-25 16:43:18.000000	{"count": 2}
EventTime:2017-09-25 16:43:25.000000	{"count": 1}
EventTime:2017-09-25 16:45:35.000000	{"count": 3}
EventTime:2017-09-25 16:45:36.000000	{"count": 1}
EventTime:2017-09-25 16:45:37.000000	{"count": 2}
EventTime:2017-09-25 16:50:09.000000	{"count": 2}
EventTime:2017-09-25 16:50:23.000000	{"count": 1}
EventTime:2017-09-25 16:50:31.000000	{"count": 1}
EventTime:2017-09-25 16:50:34.000000	{"count": 2}
EventTime:2017-09-25 16:50:35.000000	{"count": 2}
EventTime:2017-09-25 16:50:44.000000	{"count": 1}
EventTime:2017-09-25 16:50:47.000000	{"count": 1}
EventTime:2017-09-25 16:50:48.000000	{"count": 2}
EventTime:2017-09-25 16:50:49.000000	{"count": 1}
EventTime:2017-09-25 16:50:52.000000	{"count": 1}
EventTime:2017-09-25 16:50:56.000000	{"count": 1}
EventTime:2017-09-25 16:50:57.000000	{"count": 1}
EventTime:2017-09-25 16:51:03.000000	{"count": 1}
EventTime:2017-09-25 16:51:24.000000	{"count": 1}
EventTime:2017-09-25 16:51:26.000000	{"count": 2}
EventTime:2017-09-25 16:51:27.000000	{"count": 2}
EventTime:2017-09-25 16:51:29.000000	{"count": 1}
EventTime:2017-09-25 16:51:30.000000	{"count": 1}
EventTime:2017-09-25 16:51:31.000000	{"count": 1}
EventTime:2017-09-25 16:51:32.000000	{"count": 1}
EventTime:2017-09-25 16:51:33.000000	{"count": 2}
EventTime:2017-09-25 16:52:04.000000	{"count": 2}
EventTime:2017-09-25 16:52:07.000000	{"count": 1}
EventTime:2017-09-25 16:52:09.000000	{"count": 1}
EventTime:2017-09-25 16:52:10.000000	{"count": 1}
EventTime:2017-09-25 16:52:11.000000	{"count": 1}
EventTime:2017-09-25 16:52:12.000000	{"count": 1}
EventTime:2017-09-25 16:52:43.000000	{"count": 2}
EventTime:2017-09-25 16:52:44.000000	{"count": 1}
EventTime:2017-09-25 16:52:45.000000	{"count": 1}
EventTime:2017-09-25 16:52:50.000000	{"count": 2}
EventTime:2017-09-25 16:53:01.000000	{"count": 1}
EventTime:2017-09-25 16:53:02.000000	{"count": 2}
EventTime:2017-09-25 16:53:09.000000	{"count": 1}
EventTime:2017-09-25 16:53:10.000000	{"count": 1}
EventTime:2017-09-25 16:56:42.000000	{"count": 2}
EventTime:2017-09-25 16:56:48.000000	{"count": 1}
EventTime:2017-09-25 16:57:21.000000	{"count": 1}
EventTime:2017-09-25 16:57:30.000000	{"count": 1}
EventTime:2017-09-25 16:57:33.000000	{"count": 1}
EventTime:2017-09-25 16:57:37.000000	{"count": 1}
EventTime:2017-09-25 16:57:38.000000	{"count": 1}
EventTime:2017-09-25 16:57:40.000000	{"count": 1}
EventTime:2017-09-25 16:57:51.000000	{"count": 1}
EventTime:2017-09-25 17:00:31.000000	{"count": 2}
EventTime:2017-09-25 17:00:40.000000	{"count": 2}
EventTime:2017-09-25 17:00:41.000000	{"count": 1}
EventTime:2017-09-25 17:00:49.000000	{"count": 1}
EventTime:2017-09-25 17:05:04.000000	{"count": 2}
EventTime:2017-09-25 17:05:18.000000	{"count": 1}
EventTime:2017-09-25 17:05:28.000000	{"count": 2}
EventTime:2017-09-25 17:05:29.000000	{"count": 1}
EventTime:2017-09-25 17:05:30.000000	{"count": 1}
EventTime:2017-09-25 17:05:31.000000	{"count": 1}
EventTime:2017-09-25 17:05:32.000000	{"count": 1}
EventTime:2017-09-25 17:06:38.000000	{"count": 1}
EventTime:2017-09-25 17:06:44.000000	{"count": 1}
EventTime:2017-09-25 17:07:53.000000	{"count": 1}
EventTime:2017-09-25 17:09:06.000000	{"count": 2}
EventTime:2017-09-25 17:09:14.000000	{"count": 1}
EventTime:2017-09-25 17:09:33.000000	{"count": 3}
EventTime:2017-09-25 17:09:54.000000	{"count": 2}
EventTime:2017-09-25 17:09:55.000000	{"count": 1}
EventTime:2017-09-25 17:10:51.000000	{"count": 1}
EventTime:2017-09-25 17:10:58.000000	{"count": 2}
EventTime:2017-09-25 17:11:01.000000	{"count": 1}
EventTime:2017-09-25 17:11:10.000000	{"count": 1}
EventTime:2017-09-25 17:11:17.000000	{"count": 1}
EventTime:2017-09-25 17:11:28.000000	{"count": 1}
EventTime:2017-09-25 17:11:31.000000	{"count": 1}
EventTime:2017-09-25 17:12:08.000000	{"count": 1}
EventTime:2017-09-25 17:13:12.000000	{"count": 2}
EventTime:2017-09-25 17:13:14.000000	{"count": 1}
EventTime:2017-09-25 17:13:15.000000	{"count": 1}
EventTime:2017-09-25 17:13:56.000000	{"count": 2}
EventTime:2017-09-25 17:14:00.000000	{"count": 1}
EventTime:2017-09-25 17:14:12.000000	{"count": 2}
EventTime:2017-09-25 17:14:19.000000	{"count": 1}
EventTime:2017-09-25 17:14:21.000000	{"count": 1}
EventTime:2017-09-25 17:14:23.000000	{"count": 1}
EventTime:2017-09-25 17:14:24.000000	{"count": 1}
EventTime:2017-09-25 17:14:25.000000	{"count": 1}
EventTime:2017-09-25 17:14:34.000000	{"count": 1}
EventTime:2017-09-25 17:14:42.000000	{"count": 1}
EventTime:2017-09-25 17:14:43.000000	{"count": 1}
EventTime:2017-09-25 17:14:44.000000	{"count": 3}
EventTime:2017-09-25 17:14:46.000000	{"count": 1}
EventTime:2017-09-25 17:14:47.000000	{"count": 1}
EventTime:2017-09-25 17:14:52.000000	{"count": 2}
EventTime:2017-09-25 17:15:00.000000	{"count": 1}
EventTime:2017-09-25 17:15:13.000000	{"count": 1}
EventTime:2017-09-25 17:15:19.000000	{"count": 1}
EventTime:2017-09-25 17:15:21.000000	{"count": 1}
EventTime:2017-09-25 17:15:58.000000	{"count": 1}
EventTime:2017-09-25 17:15:59.000000	{"count": 1}
EventTime:2017-09-25 17:17:45.000000	{"count": 2}
EventTime:2017-09-25 17:17:56.000000	{"count": 3}
EventTime:2017-09-25 17:17:59.000000	{"count": 1}
EventTime:2017-09-25 17:18:07.000000	{"count": 1}
EventTime:2017-09-25 17:18:10.000000	{"count": 1}
EventTime:2017-09-25 17:18:12.000000	{"count": 1}
EventTime:2017-09-25 17:18:14.000000	{"count": 1}
EventTime:2017-09-25 17:18:15.000000	{"count": 1}
EventTime:2017-09-25 17:18:26.000000	{"count": 1}
EventTime:2017-09-25 17:18:37.000000	{"count": 1}
EventTime:2017-09-25 17:18:40.000000	{"count": 1}
EventTime:2017-09-25 17:18:44.000000	{"count": 1}
EventTime:2017-09-25 17:18:45.000000	{"count": 1}
EventTime:2017-09-25 17:18:47.000000	{"count": 1}
EventTime:2017-09-25 17:18:48.000000	{"count": 1}
EventTime:2017-09-25 17:18:50.000000	{"count": 1}
EventTime:2017-09-25 17:19:00.000000	{"count": 2}
EventTime:2017-09-25 17:19:01.000000	{"count": 1}
EventTime:2017-09-25 17:19:04.000000	{"count": 1}
EventTime:2017-09-25 17:19:45.000000	{"count": 2}
EventTime:2017-09-25 17:19:50.000000	{"count": 1}
EventTime:2017-09-25 17:20:13.000000	{"count": 1}
EventTime:2017-09-25 17:20:19.000000	{"count": 1}
EventTime:2017-09-25 17:20:23.000000	{"count": 1}
EventTime:2017-09-25 17:20:24.000000	{"count": 1}
EventTime:2017-09-25 17:20:25.000000	{"count": 1}
EventTime:2017-09-25 17:20:28.000000	{"count": 1}
EventTime:2017-09-25 17:20:36.000000	{"count": 1}
EventTime:2017-09-25 17:20:54.000000	{"count": 1}
EventTime:2017-09-25 17:21:00.000000	{"count": 1}
EventTime:2017-09-25 17:21:01.000000	{"count": 1}
EventTime:2017-09-25 17:21:35.000000	{"count": 1}
EventTime:2017-09-25 17:22:17.000000	{"count": 3}
EventTime:2017-09-25 17:22:20.000000	{"count": 1}
EventTime:2017-09-25 17:22:46.000000	{"count": 2}
EventTime:2017-09-25 17:22:49.000000	{"count": 1}
EventTime:2017-09-25 17:22:50.000000	{"count": 1}
EventTime:2017-09-25 17:22:55.000000	{"count": 1}
EventTime:2017-09-25 17:23:06.000000	{"count": 1}
EventTime:2017-09-25 17:23:09.000000	{"count": 1}
EventTime:2017-09-25 17:23:12.000000	{"count": 1}
EventTime:2017-09-25 17:23:16.000000	{"count": 1}
EventTime:2017-09-25 17:23:18.000000	{"count": 1}
EventTime:2017-09-25 17:23:19.000000	{"count": 1}
EventTime:2017-09-25 17:23:58.000000	{"count": 2}
EventTime:2017-09-25 17:24:07.000000	{"count": 1}
EventTime:2017-09-25 17:24:30.000000	{"count": 2}
EventTime:2017-09-25 17:24:32.000000	{"count": 1}
EventTime:2017-09-25 17:24:34.000000	{"count": 1}
EventTime:2017-09-25 17:24:35.000000	{"count": 1}
EventTime:2017-09-25 17:24:37.000000	{"count": 1}
EventTime:2017-09-25 17:24:42.000000	{"count": 1}
EventTime:2017-09-25 17:25:00.000000	{"count": 1}
EventTime:2017-09-25 17:25:21.000000	{"count": 1}
EventTime:2017-09-25 17:25:30.000000	{"count": 1}
EventTime:2017-09-25 17:25:31.000000	{"count": 1}
EventTime:2017-09-25 17:25:33.000000	{"count": 1}
EventTime:2017-09-25 17:25:37.000000	{"count": 1}
EventTime:2017-09-25 17:25:42.000000	{"count": 1}
EventTime:2017-09-25 17:25:46.000000	{"count": 1}
EventTime:2017-09-25 17:25:49.000000	{"count": 1}
EventTime:2017-09-25 17:25:51.000000	{"count": 1}
EventTime:2017-09-25 17:26:41.000000	{"count": 2}
EventTime:2017-09-25 17:26:43.000000	{"count": 1}
EventTime:2017-09-25 17:26:47.000000	{"count": 1}
EventTime:2017-09-25 17:27:00.000000	{"count": 2}
EventTime:2017-09-25 17:27:17.000000	{"count": 1}
EventTime:2017-09-25 17:27:19.000000	{"count": 1}
EventTime:2017-09-25 17:28:00.000000	{"count": 1}
EventTime:2017-09-25 17:28:01.000000	{"count": 1}
EventTime:2017-09-25 17:28:03.000000	{"count": 2}
EventTime:2017-09-25 17:28:26.000000	{"count": 2}
EventTime:2017-09-25 17:28:27.000000	{"count": 1}
EventTime:2017-09-25 17:28:30.000000	{"count": 1}
EventTime:2017-09-25 17:29:09.000000	{"count": 1}
EventTime:2017-09-25 17:29:23.000000	{"count": 2}
EventTime:2017-09-25 17:29:26.000000	{"count": 2}
EventTime:2017-09-25 17:29:44.000000	{"count": 2}
EventTime:2017-09-25 17:30:13.000000	{"count": 2}
EventTime:2017-09-25 17:30:16.000000	{"count": 2}
EventTime:2017-09-25 17:30:20.000000	{"count": 1}
EventTime:2017-09-25 17:30:48.000000	{"count": 1}
EventTime:2017-09-25 17:30:50.000000	{"count": 1}
EventTime:2017-09-25 17:30:52.000000	{"count": 1}
EventTime:2017-09-25 17:30:53.000000	{"count": 1}
EventTime:2017-09-25 17:30:55.000000	{"count": 1}
EventTime:2017-09-25 17:31:11.000000	{"count": 3}
EventTime:2017-09-25 17:31:15.000000	{"count": 1}
EventTime:2017-09-25 17:31:57.000000	{"count": 2}
EventTime:2017-09-25 17:32:00.000000	{"count": 1}
EventTime:2017-09-25 17:32:10.000000	{"count": 1}
EventTime:2017-09-25 17:32:14.000000	{"count": 2}
EventTime:2017-09-25 17:32:15.000000	{"count": 2}
EventTime:2017-09-25 17:32:28.000000	{"count": 1}
EventTime:2017-09-25 17:32:30.000000	{"count": 1}
EventTime:2017-09-25 17:32:36.000000	{"count": 1}
EventTime:2017-09-25 17:32:37.000000	{"count": 1}
EventTime:2017-09-25 17:32:38.000000	{"count": 1}
EventTime:2017-09-25 17:35:04.000000	{"count": 2}
EventTime:2017-09-25 17:35:08.000000	{"count": 1}
EventTime:2017-09-25 17:35:12.000000	{"count": 2}
EventTime:2017-09-25 17:35:15.000000	{"count": 1}
EventTime:2017-09-25 17:35:20.000000	{"count": 1}
EventTime:2017-09-25 17:35:40.000000	{"count": 1}
EventTime:2017-09-25 17:36:01.000000	{"count": 1}
EventTime:2017-09-25 17:37:06.000000	{"count": 2}
EventTime:2017-09-25 17:37:11.000000	{"count": 1}
EventTime:2017-09-25 17:37:19.000000	{"count": 1}
EventTime:2017-09-25 17:37:22.000000	{"count": 1}
EventTime:2017-09-25 17:37:23.000000	{"count": 1}
EventTime:2017-09-25 17:37:32.000000	{"count": 2}
EventTime:2017-09-25 17:37:42.000000	{"count": 2}
EventTime:2017-09-25 17:37:43.000000	{"count": 1}
EventTime:2017-09-25 17:37:44.000000	{"count": 1}
EventTime:2017-09-25 17:37:48.000000	{"count": 1}
EventTime:2017-09-25 17:37:49.000000	{"count": 1}
EventTime:2017-09-25 17:37:53.000000	{"count": 1}
EventTime:2017-09-25 17:37:54.000000	{"count": 2}
EventTime:2017-09-25 17:37:58.000000	{"count": 1}
EventTime:2017-09-25 17:38:02.000000	{"count": 1}
EventTime:2017-09-25 17:38:05.000000	{"count": 1}
EventTime:2017-09-25 17:38:06.000000	{"count": 1}
EventTime:2017-09-25 17:38:21.000000	{"count": 3}
EventTime:2017-09-25 17:38:25.000000	{"count": 1}
EventTime:2017-09-25 17:38:27.000000	{"count": 1}
EventTime:2017-09-25 17:38:36.000000	{"count": 1}
EventTime:2017-09-25 17:38:39.000000	{"count": 1}
EventTime:2017-09-25 17:38:43.000000	{"count": 1}
EventTime:2017-09-25 17:38:51.000000	{"count": 1}
EventTime:2017-09-25 17:38:53.000000	{"count": 1}
EventTime:2017-09-25 17:39:10.000000	{"count": 2}
EventTime:2017-09-25 17:39:19.000000	{"count": 2}
EventTime:2017-09-25 17:42:16.000000	{"count": 1}
EventTime:2017-09-25 17:42:51.000000	{"count": 1}
EventTime:2017-09-25 17:42:52.000000	{"count": 1}
EventTime:2017-09-25 17:43:22.000000	{"count": 2}
EventTime:2017-09-25 17:43:41.000000	{"count": 1}
EventTime:2017-09-25 17:43:55.000000	{"count": 2}
EventTime:2017-09-25 17:43:59.000000	{"count": 1}
EventTime:2017-09-25 17:44:03.000000	{"count": 1}
EventTime:2017-09-25 17:44:04.000000	{"count": 2}
EventTime:2017-09-25 17:44:05.000000	{"count": 1}
EventTime:2017-09-25 17:44:07.000000	{"count": 1}
EventTime:2017-09-25 17:44:11.000000	{"count": 1}
EventTime:2017-09-25 17:44:20.000000	{"count": 3}
EventTime:2017-09-25 17:44:28.000000	{"count": 1}
EventTime:2017-09-25 17:44:32.000000	{"count": 1}
EventTime:2017-09-25 17:44:40.000000	{"count": 1}
EventTime:2017-09-25 17:44:47.000000	{"count": 2}
EventTime:2017-09-25 17:44:56.000000	{"count": 1}
EventTime:2017-09-25 17:45:00.000000	{"count": 1}
EventTime:2017-09-25 17:45:01.000000	{"count": 1}
EventTime:2017-09-25 17:45:07.000000	{"count": 1}
EventTime:2017-09-25 17:45:27.000000	{"count": 1}
EventTime:2017-09-25 17:45:29.000000	{"count": 1}
EventTime:2017-09-25 17:46:39.000000	{"count": 1}
EventTime:2017-09-25 17:46:41.000000	{"count": 1}
EventTime:2017-09-25 17:47:01.000000	{"count": 1}
EventTime:2017-09-25 17:47:04.000000	{"count": 1}
EventTime:2017-09-25 17:47:07.000000	{"count": 1}
EventTime:2017-09-25 17:47:15.000000	{"count": 1}
EventTime:2017-09-25 17:47:17.000000	{"count": 1}
EventTime:2017-09-25 17:48:20.000000	{"count": 1}
EventTime:2017-09-25 17:48:49.000000	{"count": 1}
EventTime:2017-09-25 17:48:51.000000	{"count": 1}
EventTime:2017-09-25 17:48:52.000000	{"count": 1}
EventTime:2017-09-25 17:48:54.000000	{"count": 1}
EventTime:2017-09-25 17:49:00.000000	{"count": 1}
EventTime:2017-09-25 17:49:07.000000	{"count": 2}
EventTime:2017-09-25 17:49:11.000000	{"count": 1}
EventTime:2017-09-25 17:49:12.000000	{"count": 1}
EventTime:2017-09-25 17:49:19.000000	{"count": 2}
EventTime:2017-09-25 17:49:21.000000	{"count": 1}
EventTime:2017-09-25 17:49:22.000000	{"count": 1}
EventTime:2017-09-25 17:49:39.000000	{"count": 1}
EventTime:2017-09-25 17:49:40.000000	{"count": 1}
EventTime:2017-09-25 17:49:42.000000	{"count": 1}
EventTime:2017-09-25 17:49:54.000000	{"count": 2}
EventTime:2017-09-25 17:49:58.000000	{"count": 1}
EventTime:2017-09-25 17:50:01.000000	{"count": 2}
EventTime:2017-09-25 17:50:03.000000	{"count": 2}
EventTime:2017-09-25 17:50:41.000000	{"count": 2}
EventTime:2017-09-25 17:50:45.000000	{"count": 1}
EventTime:2017-09-25 17:50:46.000000	{"count": 1}
EventTime:2017-09-25 17:50:47.000000	{"count": 1}
EventTime:2017-09-25 17:50:48.000000	{"count": 2}
EventTime:2017-09-25 17:50:49.000000	{"count": 2}
EventTime:2017-09-25 17:50:54.000000	{"count": 1}
EventTime:2017-09-25 17:50:56.000000	{"count": 1}
EventTime:2017-09-25 17:51:06.000000	{"count": 1}
EventTime:2017-09-25 17:51:08.000000	{"count": 2}
EventTime:2017-09-25 17:51:09.000000	{"count": 1}
EventTime:2017-09-25 17:51:10.000000	{"count": 1}
EventTime:2017-09-25 17:51:12.000000	{"count": 1}
EventTime:2017-09-25 17:51:15.000000	{"count": 1}
EventTime:2017-09-25 17:51:21.000000	{"count": 1}
EventTime:2017-09-25 17:51:27.000000	{"count": 1}
EventTime:2017-09-25 17:51:29.000000	{"count": 1}
EventTime:2017-09-25 17:51:31.000000	{"count": 1}
EventTime:2017-09-25 17:51:42.000000	{"count": 1}
EventTime:2017-09-25 17:51:44.000000	{"count": 1}
EventTime:2017-09-25 17:51:45.000000	{"count": 2}
EventTime:2017-09-25 17:51:46.000000	{"count": 1}
EventTime:2017-09-25 17:51:48.000000	{"count": 2}
EventTime:2017-09-25 17:52:18.000000	{"count": 1}
EventTime:2017-09-25 17:52:19.000000	{"count": 1}
EventTime:2017-09-25 17:52:22.000000	{"count": 1}
EventTime:2017-09-25 17:52:24.000000	{"count": 1}
EventTime:2017-09-25 17:52:26.000000	{"count": 1}
EventTime:2017-09-25 17:52:28.000000	{"count": 2}
EventTime:2017-09-25 17:52:31.000000	{"count": 1}
EventTime:2017-09-25 17:52:37.000000	{"count": 1}
EventTime:2017-09-25 17:52:38.000000	{"count": 3}
EventTime:2017-09-25 17:52:40.000000	{"count": 2}
EventTime:2017-09-25 17:52:45.000000	{"count": 3}
EventTime:2017-09-25 17:52:54.000000	{"count": 1}
EventTime:2017-09-25 17:53:03.000000	{"count": 1}
EventTime:2017-09-25 17:53:05.000000	{"count": 1}
EventTime:2017-09-25 17:53:11.000000	{"count": 2}
EventTime:2017-09-25 17:53:17.000000	{"count": 4}
EventTime:2017-09-25 17:53:22.000000	{"count": 3}
EventTime:2017-09-25 17:53:23.000000	{"count": 1}
EventTime:2017-09-25 17:53:24.000000	{"count": 2}
EventTime:2017-09-25 17:53:26.000000	{"count": 1}
EventTime:2017-09-25 17:53:31.000000	{"count": 1}
EventTime:2017-09-25 17:53:32.000000	{"count": 2}
EventTime:2017-09-25 17:53:33.000000	{"count": 1}
EventTime:2017-09-25 17:53:34.000000	{"count": 1}
EventTime:2017-09-25 17:53:35.000000	{"count": 3}
EventTime:2017-09-25 17:53:48.000000	{"count": 2}
EventTime:2017-09-25 17:53:51.000000	{"count": 2}
EventTime:2017-09-25 17:54:28.000000	{"count": 1}
EventTime:2017-09-25 17:54:38.000000	{"count": 2}
EventTime:2017-09-25 17:55:46.000000	{"count": 2}
EventTime:2017-09-25 17:55:58.000000	{"count": 2}
EventTime:2017-09-25 17:56:08.000000	{"count": 1}
EventTime:2017-09-25 17:56:11.000000	{"count": 2}
EventTime:2017-09-25 17:56:15.000000	{"count": 1}
EventTime:2017-09-25 17:56:17.000000	{"count": 1}
EventTime:2017-09-25 17:56:24.000000	{"count": 1}
EventTime:2017-09-25 17:56:27.000000	{"count": 1}
EventTime:2017-09-25 17:56:30.000000	{"count": 1}
EventTime:2017-09-25 17:56:34.000000	{"count": 1}
EventTime:2017-09-25 17:56:36.000000	{"count": 1}
EventTime:2017-09-25 17:56:38.000000	{"count": 1}
EventTime:2017-09-25 17:56:43.000000	{"count": 1}
EventTime:2017-09-25 17:56:50.000000	{"count": 2}
EventTime:2017-09-25 17:56:54.000000	{"count": 1}
EventTime:2017-09-25 17:56:56.000000	{"count": 2}
EventTime:2017-09-25 17:56:57.000000	{"count": 2}
EventTime:2017-09-25 17:57:00.000000	{"count": 1}
EventTime:2017-09-25 17:57:01.000000	{"count": 1}
EventTime:2017-09-25 17:57:06.000000	{"count": 1}
EventTime:2017-09-25 17:57:07.000000	{"count": 1}
EventTime:2017-09-25 17:57:10.000000	{"count": 1}
EventTime:2017-09-25 17:57:25.000000	{"count": 1}
EventTime:2017-09-25 17:58:10.000000	{"count": 1}
EventTime:2017-09-25 17:58:11.000000	{"count": 1}
EventTime:2017-09-25 17:59:21.000000	{"count": 1}
EventTime:2017-09-25 17:59:27.000000	{"count": 1}
EventTime:2017-09-25 17:59:32.000000	{"count": 1}
EventTime:2017-09-25 17:59:33.000000	{"count": 1}
EventTime:2017-09-25 17:59:34.000000	{"count": 1}
EventTime:2017-09-25 17:59:35.000000	{"count": 1}
EventTime:2017-09-25 18:00:39.000000	{"count": 2}
EventTime:2017-09-25 18:01:00.000000	{"count": 2}
EventTime:2017-09-25 18:01:13.000000	{"count": 1}
EventTime:2017-09-25 18:01:20.000000	{"count": 2}
